StudentID,ClassroomID,TeacherID,SchoolID
390833,28971,182746,4347
128691,11144,90064,5260
128684,10198,48721,2419
128693,11144,90064,5260
128694,11144,90064,5260
390835,28971,182746,4347
128696,11144,90064,5260
390834,28971,182746,4347
128698,11144,90064,5260
128692,11144,90064,5260
128700,11224,90064,5260
128701,11224,90064,5260
128702,11144,90064,5260
128703,11144,90064,5260
128704,10832,120035,5790
390840,28696,382274,9974
128706,11144,90064,5260
390851,28603,382498,2152
128708,11144,90064,5260
128709,11144,90064,5260
87511,6136,50209,4346
338200,10192,40461,2893
128712,11144,90064,5260
128713,11144,90064,5260
128714,11144,90064,5260
128715,11144,90064,5260
128716,11144,90064,5260
128710,11144,90064,5260
62429,6977,5548,260
390936,19541,29101,1969
259870,14541,24144,1737
259871,18952,6052,302
114532,10194,40461,2893
390965,28795,387066,10060
129813,11151,90064,5260
390988,28982,390967,10114
259916,20279,47707,3539
259920,16722,83615,5147
129816,11141,90064,5260
128865,7768,47841,3573
128866,11223,27037,1889
128867,11223,27037,1889
128868,11223,27037,1889
128871,11241,20430,176
128874,11246,59604,4848
128875,11246,59604,4848
128877,11246,59604,4848
128878,11246,59604,4848
128879,11246,59604,4848
51667,11215,11857,830
259954,19539,162154,1814
128886,11246,59604,4848
128890,11246,59604,4848
128892,11246,59604,4848
259969,20314,195052,7465
259970,19933,11191,930
128903,11246,59604,4848
128904,11246,59604,4848
259976,19553,49762,4221
128906,11246,59604,4848
128907,11246,59604,4848
259980,10982,50449,4376
51672,6124,11857,830
51673,6124,11857,830
259984,18816,232759,8046
51674,6124,11857,830
259986,20293,10471,1167
128913,11246,59604,4848
259990,20313,175288,6879
391064,27807,271751,8337
259994,20319,166778,6721
51676,6124,11857,830
259996,20319,166778,6721
259997,20319,166778,6721
259998,20319,166778,6721
259999,20319,166778,6721
260000,20319,166778,6721
260001,20319,166778,6721
128930,6045,12183,1012
260002,20319,166778,6721
260003,20319,166778,6721
260005,20319,166778,6721
260004,20319,166778,6721
51677,25225,11857,830
51678,11215,11857,830
128943,10643,92388,3812
128950,10884,33550,2186
128952,11150,10256,166
128953,10643,92388,3812
128956,11165,118863,5739
128957,11165,118863,5739
128958,11165,118863,5739
128959,11165,118863,5739
128960,11132,19846,128
128961,6571,16248,150
128965,11133,19846,128
177060,14454,173900,6860
128988,11144,90064,5260
128991,10198,48721,2419
128994,10198,48721,2419
51690,5983,45495,3219
223953,18118,58673,2709
129017,11166,118863,5739
129018,11166,118863,5739
129019,11166,118863,5739
177062,14455,173900,6860
129021,11166,118863,5739
129022,11166,118863,5739
129023,11166,118863,5739
129024,11166,118863,5739
260093,20324,260007,8253
129020,11166,118863,5739
249027,19560,240684,8096
468525,34663,12789,125
260118,17917,200329,7706
129048,10943,51548,3665
129049,10943,51548,3665
129050,10943,51548,3665
129051,10943,51548,3665
129052,10943,51548,3665
129053,10943,51548,3665
129054,10943,51548,3665
129055,10943,51548,3665
129056,10943,51548,3665
129057,10943,51548,3665
129058,10943,51548,3665
129059,10943,51548,3665
375048,27445,45987,3262
129061,10943,51548,3665
129062,10943,51548,3665
129063,10943,51548,3665
129060,10943,51548,3665
129065,11144,90064,5260
129064,10943,51548,3665
129067,10943,51548,3665
129068,10943,51548,3665
129069,10943,51548,3665
129070,10943,51548,3665
129071,10943,51548,3665
129072,10943,51548,3665
129073,10943,51548,3665
129074,10943,51548,3665
129075,11251,126620,5956
129076,10943,51548,3665
129077,10943,51548,3665
129078,10570,47231,3452
129079,10943,51548,3665
129080,10943,51548,3665
129081,10570,47231,3452
129082,10570,47231,3452
129083,10570,47231,3452
129084,10570,47231,3452
129085,10570,47231,3452
129086,10570,47231,3452
129087,10570,47231,3452
129088,10570,47231,3452
129089,10570,47231,3452
129090,10570,47231,3452
129092,10570,47231,3452
129093,10570,47231,3452
260165,19956,6061,889
260167,19372,29051,1967
129096,10570,47231,3452
129098,11243,49658,4184
129099,11243,49658,4184
391244,28890,161810,6596
129100,11243,49658,4184
391245,27758,373350,6585
129103,10943,51548,3665
129101,11243,49658,4184
391243,28890,161810,6596
391250,28890,161810,6596
129105,10943,51548,3665
391251,28890,161810,6596
391253,28890,161810,6596
391254,28890,161810,6596
260180,20045,66121,4952
391256,28890,161810,6596
391257,28890,161810,6596
391249,28890,161810,6596
391259,28890,161810,6596
391255,28890,161810,6596
391261,28890,161810,6596
391262,28890,161810,6596
391263,28890,161810,6596
312591,23583,218489,7926
391260,28890,161810,6596
391266,28890,161810,6596
391267,28890,161810,6596
391268,28890,161810,6596
391269,28890,161810,6596
391270,27758,373350,6585
391271,28890,161810,6596
391272,27758,373350,6585
391273,27758,373350,6585
391274,27758,373350,6585
129129,29011,27497,1885
129132,29011,27497,1885
391277,27758,373350,6585
391278,27758,373350,6585
375051,25402,23700,480
391280,27758,373350,6585
391276,27758,373350,6585
391282,27758,373350,6585
391283,20474,161810,6596
103822,9378,6810,7567
391287,27758,373350,6585
391288,27758,373350,6585
391289,27758,373350,6585
391290,27758,373350,6585
391291,27758,373350,6585
391292,28890,161810,6596
391293,28890,161810,6596
391294,27758,373350,6585
391295,28122,261103,8259
391296,28991,391067,10117
391298,28124,261103,8259
129155,29011,27497,1885
129157,10943,51548,3665
391302,27759,373350,6585
391304,27760,373350,6585
129160,11106,48123,3665
129162,11106,48123,3665
129161,11106,48123,3665
391306,20474,161810,6596
129165,8160,20305,1576
129166,11157,6082,462
218749,17620,111490,5616
391314,28991,391067,10117
129171,11106,48123,3665
129172,11106,48123,3665
391317,27759,373350,6585
391318,27759,373350,6585
391319,27759,373350,6585
391320,27759,373350,6585
391321,27759,373350,6585
129178,10943,51548,3665
103829,9378,6810,7567
129180,10573,119365,5775
391325,27759,373350,6585
391326,27759,373350,6585
391324,27759,373350,6585
391328,27759,373350,6585
391322,27759,373350,6585
391330,27759,373350,6585
391331,27759,373350,6585
391323,27759,373350,6585
